author,alias,title,date,ip,city,country,ups,downs,comments,url
sodavoxyi,LOVE YOURSELF,[情報] Crush - Rush Hour (feat.j-hope of BTS),2022-09-22 16:59:44,220.138.220.189,Keelung,Taiwan,22,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663837186.A.6E0.html
johnny40615,豆?,[情報] 220924 MBC Show!音樂中心 節目單,2022-09-22 13:44:40,114.24.0.245,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663825483.A.123.html
lucy9422,chiaya,Fw: [情報] Huckleberryfinn - The Light Of Rain,2022-09-22 13:21:34,36.231.76.47,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663824095.A.AB9.html
tycousin,500元,[情報] 獨角獸 OST Part.4 - Meego,2022-09-22 12:05:04,114.47.191.59,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663819508.A.071.html
lucy9422,chiaya,Fw: [情報] GREAT SEOUL INVASION Section 7,2022-09-22 11:26:04,111.71.213.214,Taoyuan District,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663817165.A.457.html
weiwei88,wei,[影音] 產賀(ASTRO) - Hype Boy (Cover),2022-09-22 09:55:14,42.76.142.139,Chang-hua,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663811716.A.7A1.html
angelak765,Wandering,[情報] DKZ 10/6 單曲七輯 回歸預告,2022-09-21 23:11:48,42.77.86.0,Kaohsiung City,Taiwan,14,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663773112.A.920.html
Im22Yo,Beautiful Wanna One,[情報] 依法相愛吧 OST Part.3 - Ailee,2022-09-21 22:11:08,101.139.20.25,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663769472.A.0C1.html
Im22Yo,Beautiful Wanna One,"[情報] Sing In The Green - Stella Jang, YERIN",2022-09-21 22:06:02,101.139.20.25,,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663769166.A.371.html
tycousin,500元,[影音] NMIXX - DICE (舞蹈影片),2022-09-21 22:00:28,114.47.151.40,Kaohsiung City,Taiwan,45,0,17,https://www.ptt.cc/bbs/KoreanPop/M.1663768830.A.8B8.html
tycousin,500元,[情報] JAY B - go UP,2022-09-21 19:55:59,114.47.151.40,Kaohsiung City,Taiwan,7,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1663761364.A.6F9.html
johnny40615,豆?,[情報] 220921 MBC M Show Champion Song,2022-09-21 18:50:33,114.24.0.245,New Taipei,Taiwan,8,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663757436.A.E30.html
yihsuan1122,,[情報] Tabber - 007 (feat. Syd),2022-09-21 18:16:12,49.216.224.27,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663755378.A.E9D.html
tycousin,500元,[影音] M2 MASHUP POTATO Billlie (COVER),2022-09-21 16:16:11,114.47.151.40,Kaohsiung City,Taiwan,2,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663748173.A.732.html
johnny40615,豆?,[情報] 220922 Mnet M Countdown 節目單,2022-09-21 14:30:55,114.24.0.245,New Taipei,Taiwan,5,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663741858.A.90D.html
tetsu96,STAY with Stray Kids,[影音] I.N(Stray Kids) - 安慰 (COVER),2022-09-20 23:07:02,1.171.49.182,New Taipei,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663686424.A.748.html
Im22Yo,Beautiful Wanna One,[情報] 李彩演 迷你1輯 10/12 Solo出道,2022-09-20 23:04:16,101.139.90.148,,Taiwan,27,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663686258.A.E96.html
tycousin,500元,[影音] ITZY - Blah Blah Blah M/V,2022-09-20 23:03:21,114.47.174.172,Kaohsiung City,Taiwan,38,0,17,https://www.ptt.cc/bbs/KoreanPop/M.1663686203.A.4F8.html
Im22Yo,Beautiful Wanna One,[情報] 白虎 迷你1輯 10/12 Solo出道,2022-09-20 23:02:01,101.139.90.148,,Taiwan,17,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663686124.A.A3A.html
bboy0223,,[影音] 220624-26 WATERBOMB 2022 SEOUL,2022-09-20 22:16:44,118.167.2.45,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663683413.A.C2A.html
qoo12311,qoo,[影音] 第二個世界 第二輪競演 表演片段,2022-09-20 21:27:26,1.161.102.170,New Taipei,Taiwan,27,0,10,https://www.ptt.cc/bbs/KoreanPop/M.1663680448.A.207.html
johnny40615,豆?,[影音] 220920 SBS M THE SHOW,2022-09-20 18:37:53,114.24.0.245,New Taipei,Taiwan,16,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663670275.A.486.html
tycousin,500元,[影音] Dingo Killing Voice - NCT 127,2022-09-20 18:00:01,114.47.174.172,Kaohsiung City,Taiwan,24,0,9,https://www.ptt.cc/bbs/KoreanPop/M.1663668003.A.434.html
angelak765,Wandering,[影音] Standing Egg - 雙關語,2022-09-20 17:33:35,42.77.86.0,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663666418.A.E4A.html
tycousin,500元,[情報] 精神教練諸葛吉 OST Part.2 - 夏賢尚,2022-09-20 13:35:06,114.47.174.172,Kaohsiung City,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663652110.A.CA2.html
bboy0223,,[影音] 雪娥 (宇宙少女) - 二十五 二十一(COVER),2022-09-20 00:15:45,118.167.2.45,New Taipei,Taiwan,14,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663604151.A.498.html
kiki1235678g,Lylian,[問題] 想問一個女團的mv,2022-09-19 23:53:26,106.64.145.65,,Taiwan,15,0,8,https://www.ptt.cc/bbs/KoreanPop/M.1663602808.A.4AA.html
pkkcyc,,[情報] 權恩妃 10/12 迷你三輯 回歸預告,2022-09-19 23:06:02,36.227.229.193,Hualien City,Taiwan,16,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663599964.A.CF2.html
pkkcyc,,[情報] HANTEO週榜 (2022-09-12 ~ 2022-09-18),2022-09-19 21:43:34,36.227.229.193,Hualien City,Taiwan,7,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663595016.A.F22.html
pkkcyc,,[情報] Melon 週榜 (2022.09.12 ~ 2022.09.18),2022-09-19 21:34:47,36.227.229.193,Hualien City,Taiwan,8,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1663594489.A.E08.html
tycousin,500元,[影音] Kep1er - Sugar Rush M/V TEASER,2022-09-19 20:12:11,114.47.191.159,New Taipei,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663589533.A.93C.html
tycousin,500元,[影音] Lapillus - GRATATA M/V Teaser,2022-09-19 17:53:03,114.47.191.159,New Taipei,Taiwan,6,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663581185.A.9C1.html
tycousin,500元,"[情報] Simon D,Loco,禹元才,Coogie - TTFU",2022-09-19 17:06:51,114.47.191.159,New Taipei,Taiwan,6,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663578416.A.12F.html
tycousin,500元,[情報] TOMORROW X TOGETHER - Free Falling,2022-09-19 17:04:41,114.47.191.159,New Taipei,Taiwan,3,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663578285.A.E07.html
tycousin,500元,[情報] NMIXX 單曲二輯 'ENTWURF',2022-09-19 17:00:04,223.138.125.32,Tainan City,Taiwan,376,3,301,https://www.ptt.cc/bbs/KoreanPop/M.1663578006.A.BA6.html
lucy9422,chiaya,[情報] Mint Paper presents : bright #11,2022-09-19 15:12:04,36.231.112.95,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663571534.A.E89.html
johnny40615,豆?,[影音] 220920 SBS M THE SHOW 節目單,2022-09-19 15:04:01,114.24.0.245,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663571044.A.E26.html
sodavoxyi,LOVE YOURSELF,[影音] Crush - 'Rush Hour (Feat. j-hope of BTS)' MV Teaser,2022-09-19 11:21:47,220.138.220.94,Keelung,Taiwan,5,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663557709.A.F8A.html
mista1130,季少,[影音] IVE 'ELEVEN -Japanese ver.-'MV,2022-09-18 23:56:57,110.26.136.12,Chenggong,Taiwan,33,0,7,https://www.ptt.cc/bbs/KoreanPop/M.1663516619.A.4DC.html
Cchild,古戰逃兵,[影音] BLACKPINK - 'Shut Down' PERFORMANCE VIDEO,2022-09-18 23:21:56,180.177.102.22,New Taipei,Taiwan,57,0,21,https://www.ptt.cc/bbs/KoreanPop/M.1663514520.A.646.html
Im22Yo,Beautiful Wanna One,[影音] LE SSERAFIM 10/17 回歸,2022-09-18 23:05:48,101.138.175.171,,Taiwan,25,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663513550.A.019.html
tycousin,500元,[影音] NCT 127 - 疾馳 (BE ORIGINAL),2022-09-18 22:02:03,114.47.153.24,Kaohsiung City,Taiwan,5,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663509725.A.FC2.html
pkkcyc,,[情報] YouTube MV點閱排行(2022 09.11~09.17),2022-09-18 13:44:02,36.227.215.229,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663479845.A.153.html
tycousin,500元,"[影音] Simon D,Loco,Woo,Coogie - TTFU M/V預告",2022-09-17 22:00:32,114.47.190.198,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663423234.A.E4D.html
nccucat, ,[影音] KQ Fellaz 2 - Geek,2022-09-17 21:10:59,1.165.64.209,Taichung,Taiwan,2,0,21,https://www.ptt.cc/bbs/KoreanPop/M.1663420261.A.E0B.html
yukihira,△_▲△,[影音] 本月少女 - 'LUMINOUS' MV (日本單曲),2022-09-17 19:58:53,49.158.101.59,New Taipei,Taiwan,5,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663415935.A.2D2.html
ReinerBraun,帥之巨人,[閒聊] blackpink的歌結尾為什麼,2022-09-17 18:33:38,101.188.81.186,Melbourne,Australia,9,3,5,https://www.ptt.cc/bbs/KoreanPop/M.1663410820.A.F08.html
tycousin,500元,[情報] O.WHEN - better now,2022-09-17 17:14:50,114.47.190.198,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663406093.A.915.html
tycousin,500元,[情報] SWEET SORROW - Love Drive Feat. meenoi,2022-09-17 17:08:37,114.47.190.198,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663405721.A.C08.html
johnny40615,豆?,[影音] 220917 MBC Show!音樂中心,2022-09-17 16:19:22,114.24.0.245,New Taipei,Taiwan,18,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663402768.A.CA7.html
lucy9422,chiaya,Fw: [情報] TRPP - Here to stay,2022-09-17 11:14:07,111.71.213.0,New Taipei,Taiwan,3,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663384448.A.07F.html
tycousin,500元,[影音] 220825-0916 MBC IT's LIVE (Band LIVE),2022-09-17 08:34:29,114.47.190.198,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663374871.A.4E7.html
johnny40615,豆?,[影音] 220916 ArirangTV Simply K-Pop,2022-09-16 21:59:34,114.24.0.245,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663336776.A.B16.html
Im22Yo,Beautiful Wanna One,[情報] mimiirose - Rose,2022-09-16 18:00:37,101.139.227.161,,Taiwan,15,0,9,https://www.ptt.cc/bbs/KoreanPop/M.1663322439.A.E26.html
johnny40615,豆?,[影音] 220916 KBS Music Bank,2022-09-16 17:44:06,114.140.104.158,,Taiwan,37,0,5,https://www.ptt.cc/bbs/KoreanPop/M.1663321448.A.687.html
tycousin,500元,[情報] SOLE 正規一輯 'imagine club',2022-09-16 17:17:17,114.47.189.241,New Taipei,Taiwan,8,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663319840.A.6F6.html
tycousin,500元,"[情報] 青春MT OST - 鍾浩(ATEEZ),Park Sung Il",2022-09-16 16:07:46,114.47.189.241,New Taipei,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663315670.A.9DD.html
johnny40615,豆?,[情報] 220918 SBS 人氣歌謠 節目單,2022-09-16 14:31:24,114.140.104.158,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663309886.A.99D.html
lucy9422,chiaya,Fw: [情報] The Rose - Childhood,2022-09-16 12:40:44,36.231.123.27,New Taipei,Taiwan,17,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663303245.A.9F8.html
Cchild,古戰逃兵,[情報] NCT 127 The 4th Album ‘2 Baddies’,2022-09-16 12:06:50,180.177.102.22,New Taipei,Taiwan,19,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663301214.A.B8B.html
tycousin,500元,[影音] LIGHTSUM - CHERRY Dance Cover,2022-09-30 21:44:14,114.47.159.142,Kaohsiung City,Taiwan,7,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664545456.A.8BF.html
tycousin,500元,[影音] 220930 1theK 10PM LIVE Ep.4 - 權珍雅,2022-09-30 21:10:45,114.47.159.142,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664543447.A.181.html
Im22Yo,Beautiful Wanna One,[情報] 基賢 迷你1輯 'YOUTH' 10/24 回歸,2022-09-30 21:06:44,101.138.239.125,,Taiwan,6,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664543206.A.73D.html
kellyou,小歐,[影音] EXID-FIRE 舞台表演(可能是唯一的舞台表演),2022-09-30 20:03:36,219.71.169.47,New Taipei,Taiwan,32,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664539418.A.752.html
tycousin,500元,[影音] IU - eight Live Clip,2022-09-30 18:02:53,114.47.159.142,Kaohsiung City,Taiwan,27,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664532175.A.EC1.html
ritalgy,好看嗎~~~~開心嗎~~~~,[影音] Black Mamba (Orchestra Ver.) MV,2022-09-30 17:59:04,118.170.33.148,Yunlin,Taiwan,8,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664531947.A.FA1.html
johnny40615,豆?,[影音] 220930 KBS Music Bank,2022-09-30 17:52:50,27.53.2.77,,Taiwan,15,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664531572.A.721.html
sodavoxyi,LOVE YOURSELF,[情報] 朴顯奎 (VROMANCE) - 像今天一樣的夜晚,2022-09-30 17:26:18,220.138.220.244,Keelung,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664529983.A.23E.html
tycousin,500元,[情報] PENTAGON - POPPIA (SAUDI ARABIA ver.),2022-09-30 17:12:08,114.47.159.142,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664529133.A.6A0.html
tycousin,500元,[情報] 金湯匙 OST Part.2 - Kim Ye Ji,2022-09-30 17:08:51,114.47.159.142,Kaohsiung City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664528934.A.CBB.html
tycousin,500元,[情報] 朴志訓 - Moon&Back,2022-09-30 17:05:03,114.47.159.142,Kaohsiung City,Taiwan,5,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664528707.A.532.html
tycousin,500元,[影音] 220929-0930 MBC IT's LIVE (Band LIVE),2022-09-30 16:01:04,114.47.159.142,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664524866.A.76B.html
tycousin,500元,[情報] 換乘戀愛2 OST Part.5 - 李海仁,2022-09-30 11:40:09,114.47.159.142,Kaohsiung City,Taiwan,10,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664509212.A.22D.html
johnny40615,豆?,[情報] 221002 SBS 人氣歌謠 節目單,2022-09-30 09:59:15,27.53.2.77,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664503157.A.8B5.html
pkkcyc,,[情報] CIRCLE Global榜(2022.09.18~2022.09.24),2022-09-29 23:48:36,36.227.227.158,Hualien City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664466519.A.86B.html
pkkcyc,,[情報] CIRCLE專輯週榜 (2022.09.18~2022.09.24),2022-09-29 23:44:55,36.227.227.158,Hualien City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664466297.A.B72.html
jjjssst,三條丁,[影音] (G)I-DLE-[I love] Sketch Film (Nxde),2022-09-29 23:37:58,33,New Taipei,Taiwan,37,0,8,https://www.ptt.cc/bbs/KoreanPop/M.1664465881.A.0EF.html
pkkcyc,,[情報] CIRCLE數位週榜 (2022.09.18~2022.09.24),2022-09-29 22:59:27,36.227.227.158,Hualien City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664463569.A.7AB.html
yukihira,△_▲△,[影音] CRAVITY - PARTY ROCK (1theKILLPO),2022-09-29 20:30:25,49.158.101.59,New Taipei,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664454627.A.3C8.html
